date,value
1900-07-01T00:00:00,24.366666666666664
1901-07-01T00:00:00,24.799999999999997
1902-07-01T00:00:00,24.6
1903-07-01T00:00:00,23.8
1904-07-01T00:00:00,23.3
1905-07-01T00:00:00,24.3
1907-07-01T00:00:00,24.4
1908-07-01T00:00:00,22.8
1909-07-01T00:00:00,20.8
1910-07-01T00:00:00,23.2
1911-07-01T00:00:00,23.3
1912-07-01T00:00:00,22.799999999999997
1913-07-01T00:00:00,23.25
1914-07-01T00:00:00,22.85
1915-07-01T00:00:00,22.833333333333332
1916-07-01T00:00:00,22.65
1917-07-01T00:00:00,22.1
1918-07-01T00:00:00,21.599999999999998
1919-07-01T00:00:00,23.46666666666667
1920-07-01T00:00:00,21.099999999999998
1921-07-01T00:00:00,24.566666666666666
1922-07-01T00:00:00,23.100000000000005
1923-07-01T00:00:00,22.2
1924-07-01T00:00:00,21.133333333333333
1925-07-01T00:00:00,21.766666666666666
1926-07-01T00:00:00,22.533333333333335
1927-07-01T00:00:00,22.675
1928-07-01T00:00:00,22.6
1929-07-01T00:00:00,22.224999999999998
1930-07-01T00:00:00,23.825
1931-07-01T00:00:00,25.1
1932-07-01T00:00:00,23.2
1933-07-01T00:00:00,22.875
1934-07-01T00:00:00,25.325000000000003
1935-07-01T00:00:00,24.174999999999997
1936-07-01T00:00:00,24.050000000000004
1937-07-01T00:00:00,22.799999999999997
1938-07-01T00:00:00,23.5
1939-07-01T00:00:00,21.799999999999997
1940-07-01T00:00:00,22.675
1941-07-01T00:00:00,23.525
1942-07-01T00:00:00,23.15
1943-07-01T00:00:00,22.924999999999997
1944-07-01T00:00:00,23.860000000000003
1945-07-01T00:00:00,22.84
1946-07-01T00:00:00,22.699999999999996
1947-07-01T00:00:00,21.300000000000004
1948-07-01T00:00:00,22.6
1949-07-01T00:00:00,23.839999999999996
1950-07-01T00:00:00,20.96
1951-07-01T00:00:00,22.859999999999996
1952-07-01T00:00:00,24.099999999999998
1953-07-01T00:00:00,23.32
1954-07-01T00:00:00,22.325
1955-07-01T00:00:00,24.560000000000002
1956-07-01T00:00:00,21.9
1957-07-01T00:00:00,22.475
1958-07-01T00:00:00,22.939999999999998
1959-07-01T00:00:00,23.28
1960-07-01T00:00:00,21.26
1961-07-01T00:00:00,22.520000000000003
1962-07-01T00:00:00,20.72
1963-07-01T00:00:00,21.98
1964-07-01T00:00:00,23.119999999999997
1965-07-01T00:00:00,22.72
1966-07-01T00:00:00,23.875
1967-07-01T00:00:00,22.099999999999998
1968-07-01T00:00:00,22.95
1969-07-01T00:00:00,23.025
1970-07-01T00:00:00,22.575
1971-07-01T00:00:00,21.75
1972-07-01T00:00:00,21.933333333333334
1973-07-01T00:00:00,22.5
1974-07-01T00:00:00,22.03333333333333
1975-07-01T00:00:00,22.066666666666663
1976-07-01T00:00:00,21.333333333333332
1977-07-01T00:00:00,23.8
1978-07-01T00:00:00,21.25
1979-07-01T00:00:00,21.15
1980-07-01T00:00:00,22.799999999999997
1981-07-01T00:00:00,22.0
1982-07-01T00:00:00,21.8
1983-07-01T00:00:00,22.85
1984-07-01T00:00:00,20.35
1985-07-01T00:00:00,20.75
1986-07-01T00:00:00,22.950000000000003
1987-07-01T00:00:00,24.0
1988-07-01T00:00:00,24.2
1989-07-01T00:00:00,22.0
1990-07-01T00:00:00,21.65
1991-07-01T00:00:00,23.75
1992-07-01T00:00:00,21.95
1993-07-01T00:00:00,23.549999999999997
1994-07-01T00:00:00,22.8
1995-07-01T00:00:00,23.05
1996-07-01T00:00:00,20.95
1997-07-01T00:00:00,21.85
1998-07-01T00:00:00,22.166666666666668
1999-07-01T00:00:00,25.0
2000-07-01T00:00:00,20.73333333333333
2001-07-01T00:00:00,20.366666666666667
2002-07-01T00:00:00,23.5
2003-07-01T00:00:00,22.0
2004-07-01T00:00:00,22.03333333333333
2005-07-01T00:00:00,22.75
2006-07-01T00:00:00,23.85
2007-07-01T00:00:00,21.5
2008-07-01T00:00:00,22.4
2009-07-01T00:00:00,20.4
2010-07-01T00:00:00,24.05
2011-07-01T00:00:00,25.0
2012-07-01T00:00:00,24.25
2013-07-01T00:00:00,23.25
2014-07-01T00:00:00,21.55
2015-07-01T00:00:00,22.4
2016-07-01T00:00:00,23.65
2017-07-01T00:00:00,22.700000000000003
