date,value
1935-07-01T00:00:00,25.3
1936-07-01T00:00:00,26.1
1937-07-01T00:00:00,23.9
1938-07-01T00:00:00,24.0
1939-07-01T00:00:00,24.4
1940-07-01T00:00:00,23.3
1945-07-01T00:00:00,24.3
1946-07-01T00:00:00,25.4
1947-07-01T00:00:00,22.6
1948-07-01T00:00:00,25.5
1949-07-01T00:00:00,24.4
1950-07-01T00:00:00,22.5
1951-07-01T00:00:00,24.8
1952-07-01T00:00:00,26.25
1953-07-01T00:00:00,23.65
1954-07-01T00:00:00,26.4
1955-07-01T00:00:00,25.200000000000003
1956-07-01T00:00:00,24.7
1957-07-01T00:00:00,26.0
1958-07-01T00:00:00,25.3
1959-07-01T00:00:00,24.75
1960-07-01T00:00:00,24.8
1961-07-01T00:00:00,23.450000000000003
1962-07-01T00:00:00,24.4
1963-07-01T00:00:00,23.0
1964-07-01T00:00:00,24.1
1965-07-01T00:00:00,24.05
1966-07-01T00:00:00,25.700000000000003
1967-07-01T00:00:00,22.1
1968-07-01T00:00:00,24.7
1969-07-01T00:00:00,25.700000000000003
1970-07-01T00:00:00,24.450000000000003
1971-07-01T00:00:00,23.7
1972-07-01T00:00:00,23.7
1973-07-01T00:00:00,24.75
1974-07-01T00:00:00,24.4
1975-07-01T00:00:00,23.9
1976-07-01T00:00:00,22.85
1977-07-01T00:00:00,25.3
1978-07-01T00:00:00,24.35
1979-07-01T00:00:00,23.3
1980-07-01T00:00:00,26.95
1981-07-01T00:00:00,25.5
1982-07-01T00:00:00,25.15
1983-07-01T00:00:00,25.5
1984-07-01T00:00:00,23.1
1985-07-01T00:00:00,22.75
1986-07-01T00:00:00,26.3
1987-07-01T00:00:00,25.0
1988-07-01T00:00:00,24.65
1989-07-01T00:00:00,24.1
1990-07-01T00:00:00,24.5
1991-07-01T00:00:00,25.4
1992-07-01T00:00:00,24.45
1993-07-01T00:00:00,26.9
1994-07-01T00:00:00,24.0
1995-07-01T00:00:00,25.4
1996-07-01T00:00:00,23.8
1997-07-01T00:00:00,25.4
1998-07-01T00:00:00,25.75
1999-07-01T00:00:00,25.866666666666664
2000-07-01T00:00:00,24.7
2001-07-01T00:00:00,24.35
2002-07-01T00:00:00,25.96666666666667
2003-07-01T00:00:00,24.2
2004-07-01T00:00:00,24.46666666666667
2005-07-01T00:00:00,25.333333333333332
2006-07-01T00:00:00,25.26666666666667
2007-07-01T00:00:00,24.233333333333334
2008-07-01T00:00:00,24.333333333333332
2009-07-01T00:00:00,23.03333333333333
2010-07-01T00:00:00,26.3
2011-07-01T00:00:00,25.966666666666665
2012-07-01T00:00:00,26.833333333333332
2013-07-01T00:00:00,24.0
2014-07-01T00:00:00,23.433333333333334
2015-07-01T00:00:00,24.933333333333337
2016-07-01T00:00:00,26.333333333333332
2017-07-01T00:00:00,25.166666666666668
